timestamp,node,cpuUsed,cpuPct,memUsed,memPct
2026-05-14T23:25:32+01:00,k3s-worker-2,12m,1%,699Mi,11%
2026-05-14T23:25:32+01:00,k3s-worker-3,7m,0%,608Mi,10%
2026-05-14T23:25:39+01:00,k3s-server,38m,3%,1023Mi,17%
2026-05-14T23:25:39+01:00,k3s-worker-1,12m,1%,671Mi,11%
2026-05-14T23:25:39+01:00,k3s-worker-2,12m,1%,699Mi,11%
2026-05-14T23:25:39+01:00,k3s-worker-3,7m,0%,608Mi,10%
2026-05-14T23:25:45+01:00,k3s-server,41m,4%,1025Mi,17%
2026-05-14T23:25:45+01:00,k3s-worker-1,15m,1%,669Mi,11%
2026-05-14T23:25:45+01:00,k3s-worker-2,15m,1%,698Mi,11%
2026-05-14T23:25:45+01:00,k3s-worker-3,30m,3%,629Mi,10%
