timestamp,service,desired,current,target_cpu,observed_cpu
2026-06-07T15:35:58.567614800Z,frontend,2,2,70,39
2026-06-07T15:35:58.567614800Z,recommendationservice,3,3,70,85
2026-06-07T15:35:58.567614800Z,checkoutservice,1,1,70,6
2026-06-07T15:35:58.567614800Z,frontend,2,2,70,39
2026-06-07T15:35:58.568614700Z,recommendationservice,3,3,70,85
2026-06-07T15:35:58.568614700Z,checkoutservice,1,1,70,6
2026-06-07T15:35:58.568614700Z,frontend,2,2,70,39
2026-06-07T15:35:58.568614700Z,recommendationservice,3,3,70,85
2026-06-07T15:35:58.568614700Z,checkoutservice,1,1,70,6
2026-06-07T15:35:58.568614700Z,frontend,2,2,70,39
2026-06-07T15:35:58.569615Z,recommendationservice,3,3,70,85
2026-06-07T15:35:58.569615Z,checkoutservice,1,1,70,6
2026-06-07T15:35:58.569615Z,frontend,2,2,70,39
2026-06-07T15:35:58.569615Z,recommendationservice,3,3,70,85
2026-06-07T15:35:58.569615Z,checkoutservice,1,1,70,6
2026-06-07T15:35:58.569615Z,frontend,2,2,70,39
2026-06-07T15:35:58.570614Z,recommendationservice,3,3,70,85
2026-06-07T15:35:58.570614Z,checkoutservice,1,1,70,6
2026-06-07T15:35:58.570614Z,frontend,2,2,70,39
2026-06-07T15:35:58.570614Z,recommendationservice,3,3,70,85
2026-06-07T15:35:58.570614Z,checkoutservice,1,1,70,6
2026-06-07T15:35:58.570614Z,frontend,2,2,70,39
2026-06-07T15:35:58.571614100Z,recommendationservice,3,3,70,85
2026-06-07T15:35:58.571614100Z,checkoutservice,1,1,70,6
2026-06-07T15:35:58.571614100Z,frontend,2,2,70,39
2026-06-07T15:35:58.572615100Z,recommendationservice,3,3,70,85
2026-06-07T15:35:58.572615100Z,checkoutservice,1,1,70,6
2026-06-07T15:35:58.572615100Z,frontend,2,2,70,39
